species,character,value,name,type
X. evelynae,character_45,0,Well-developed precopulatory behavior,behavior
X. gordoni,character_45,0,Well-developed precopulatory behavior,behavior
X. helleri,character_45,1,Well-developed precopulatory behavior,behavior
X. maculatus,character_45,0,Well-developed precopulatory behavior,behavior
X. malinche,character_45,NA,Well-developed precopulatory behavior,behavior
X. meyeri,character_45,0,Well-developed precopulatory behavior,behavior
X. milleri,character_45,0,Well-developed precopulatory behavior,behavior
X. montezumae,character_45,1,Well-developed precopulatory behavior,behavior
X. multilineatus,character_45,1,Well-developed precopulatory behavior,behavior
X. nezahualcqyotl,character_45,NA,Well-developed precopulatory behavior,behavior
X. nigrensis,character_45,1,Well-developed precopulatory behavior,behavior
X. pygmaeus,character_45,1,Well-developed precopulatory behavior,behavior
X. signum,character_45,1,Well-developed precopulatory behavior,behavior
X. variatus,character_45,1,Well-developed precopulatory behavior,behavior
X. xiphidium,character_45,1,Well-developed precopulatory behavior,behavior
P. reticulata,character_46,NA,nipping,behavior
P. butleri,character_46,NA,nipping,behavior
A. hubberi,character_46,NA,nipping,behavior
P. coompressa,character_46,NA,nipping,behavior
P. intermedia,character_46,NA,nipping,behavior
P. olmaceae,character_46,NA,nipping,behavior
X. alvarezi,character_46,1,nipping,behavior
X. andersi,character_46,1,nipping,behavior
X. birchmanni,character_46,1,nipping,behavior
X. clemenciae,character_46,1,nipping,behavior
X. continens,character_46,NA,nipping,behavior
X. cortezi,character_46,1,nipping,behavior
X. couchianus,character_46,1,nipping,behavior
X. evelynae,character_46,1,nipping,behavior
X. gordoni,character_46,1,nipping,behavior
X. helleri,character_46,1,nipping,behavior
X. maculatus,character_46,1,nipping,behavior
X. malinche,character_46,NA,nipping,behavior
X. meyeri,character_46,1,nipping,behavior
X. milleri,character_46,1,nipping,behavior
X. montezumae,character_46,1,nipping,behavior
X. multilineatus,character_46,NA,nipping,behavior
X. nezahualcqyotl,character_46,1,nipping,behavior
X. nigrensis,character_46,1,nipping,behavior
X. pygmaeus,character_46,1,nipping,behavior
X. signum,character_46,1,nipping,behavior
X. variatus,character_46,1,nipping,behavior
X. xiphidium,character_46,1,nipping,behavior
P. reticulata,character_47,NA,gonopodial thrusting,behavior
P. butleri,character_47,NA,gonopodial thrusting,behavior
A. hubberi,character_47,NA,gonopodial thrusting,behavior
P. coompressa,character_47,NA,gonopodial thrusting,behavior
P. intermedia,character_47,NA,gonopodial thrusting,behavior
P. olmaceae,character_47,NA,gonopodial thrusting,behavior
X. alvarezi,character_47,1,gonopodial thrusting,behavior
X. andersi,character_47,1,gonopodial thrusting,behavior
X. birchmanni,character_47,1,gonopodial thrusting,behavior
X. clemenciae,character_47,1,gonopodial thrusting,behavior
X. continens,character_47,NA,gonopodial thrusting,behavior
X. cortezi,character_47,1,gonopodial thrusting,behavior
X. couchianus,character_47,1,gonopodial thrusting,behavior
X. evelynae,character_47,1,gonopodial thrusting,behavior
X. gordoni,character_47,1,gonopodial thrusting,behavior
X. helleri,character_47,1,gonopodial thrusting,behavior
X. maculatus,character_47,1,gonopodial thrusting,behavior
X. malinche,character_47,NA,gonopodial thrusting,behavior
X. meyeri,character_47,1,gonopodial thrusting,behavior
X. milleri,character_47,1,gonopodial thrusting,behavior
X. montezumae,character_47,1,gonopodial thrusting,behavior
X. multilineatus,character_47,NA,gonopodial thrusting,behavior
X. nezahualcqyotl,character_47,1,gonopodial thrusting,behavior
X. nigrensis,character_47,1,gonopodial thrusting,behavior
X. pygmaeus,character_47,1,gonopodial thrusting,behavior
X. signum,character_47,1,gonopodial thrusting,behavior
X. variatus,character_47,1,gonopodial thrusting,behavior
X. xiphidium,character_47,1,gonopodial thrusting,behavior
P. reticulata,character_48,NA,slow_approach,behavior
P. butleri,character_48,NA,slow_approach,behavior
A. hubberi,character_48,NA,slow_approach,behavior
P. coompressa,character_48,NA,slow_approach,behavior
P. intermedia,character_48,NA,slow_approach,behavior
P. olmaceae,character_48,NA,slow_approach,behavior
X. alvarezi,character_48,1,slow_approach,behavior
X. andersi,character_48,1,slow_approach,behavior
X. birchmanni,character_48,1,slow_approach,behavior
X. clemenciae,character_48,1,slow_approach,behavior
X. continens,character_48,NA,slow_approach,behavior
X. cortezi,character_48,1,slow_approach,behavior
X. couchianus,character_48,1,slow_approach,behavior
X. evelynae,character_48,1,slow_approach,behavior
X. gordoni,character_48,1,slow_approach,behavior
X. helleri,character_48,1,slow_approach,behavior
X. maculatus,character_48,1,slow_approach,behavior
X. malinche,character_48,NA,slow_approach,behavior
X. meyeri,character_48,1,slow_approach,behavior
X. milleri,character_48,1,slow_approach,behavior
X. montezumae,character_48,1,slow_approach,behavior
X. multilineatus,character_48,NA,slow_approach,behavior
X. nezahualcqyotl,character_48,1,slow_approach,behavior
X. nigrensis,character_48,1,slow_approach,behavior
X. pygmaeus,character_48,1,slow_approach,behavior
X. signum,character_48,1,slow_approach,behavior
X. variatus,character_48,1,slow_approach,behavior
X. xiphidium,character_48,1,slow_approach,behavior
P. reticulata,character_49,NA,sneaking,behavior
P. butleri,character_49,NA,sneaking,behavior
A. hubberi,character_49,NA,sneaking,behavior
P. coompressa,character_49,NA,sneaking,behavior
P. intermedia,character_49,NA,sneaking,behavior
P. olmaceae,character_49,NA,sneaking,behavior
X. alvarezi,character_49,1,sneaking,behavior
X. andersi,character_49,1,sneaking,behavior
X. birchmanni,character_49,1,sneaking,behavior
X. clemenciae,character_49,1,sneaking,behavior
X. continens,character_49,NA,sneaking,behavior
X. cortezi,character_49,1,sneaking,behavior
X. couchianus,character_49,1,sneaking,behavior
X. evelynae,character_49,1,sneaking,behavior
X. gordoni,character_49,1,sneaking,behavior
X. helleri,character_49,1,sneaking,behavior
X. maculatus,character_49,1,sneaking,behavior
X. malinche,character_49,NA,sneaking,behavior
X. meyeri,character_49,1,sneaking,behavior
X. milleri,character_49,1,sneaking,behavior
X. montezumae,character_49,1,sneaking,behavior
X. multilineatus,character_49,NA,sneaking,behavior
X. nezahualcqyotl,character_49,1,sneaking,behavior
X. nigrensis,character_49,1,sneaking,behavior
X. pygmaeus,character_49,1,sneaking,behavior
X. signum,character_49,1,sneaking,behavior
X. variatus,character_49,1,sneaking,behavior
X. xiphidium,character_49,1,sneaking,behavior
P. reticulata,character_50,NA,close transverse presenting behavior,behavior
P. butleri,character_50,NA,close transverse presenting behavior,behavior
A. hubberi,character_50,NA,close transverse presenting behavior,behavior
P. coompressa,character_50,NA,close transverse presenting behavior,behavior
P. intermedia,character_50,NA,close transverse presenting behavior,behavior
P. olmaceae,character_50,NA,close transverse presenting behavior,behavior
X. alvarezi,character_50,1,close transverse presenting behavior,behavior
X. andersi,character_50,1,close transverse presenting behavior,behavior
X. birchmanni,character_50,1,close transverse presenting behavior,behavior
X. clemenciae,character_50,1,close transverse presenting behavior,behavior
X. continens,character_50,NA,close transverse presenting behavior,behavior
X. cortezi,character_50,1,close transverse presenting behavior,behavior
X. couchianus,character_50,1,close transverse presenting behavior,behavior
X. evelynae,character_50,1,close transverse presenting behavior,behavior
X. gordoni,character_50,1,close transverse presenting behavior,behavior
X. helleri,character_50,1,close transverse presenting behavior,behavior
X. maculatus,character_50,0,close transverse presenting behavior,behavior
X. malinche,character_50,NA,close transverse presenting behavior,behavior
X. meyeri,character_50,1,close transverse presenting behavior,behavior
X. milleri,character_50,1,close transverse presenting behavior,behavior
X. montezumae,character_50,1,close transverse presenting behavior,behavior
X. multilineatus,character_50,NA,close transverse presenting behavior,behavior
X. nezahualcqyotl,character_50,1,close transverse presenting behavior,behavior
X. nigrensis,character_50,1,close transverse presenting behavior,behavior
X. pygmaeus,character_50,1,close transverse presenting behavior,behavior
X. signum,character_50,1,close transverse presenting behavior,behavior
X. variatus,character_50,1,close transverse presenting behavior,behavior
X. xiphidium,character_50,1,close transverse presenting behavior,behavior
P. reticulata,character_51,NA,side_change_over_head,behavior
P. butleri,character_51,NA,side_change_over_head,behavior
A. hubberi,character_51,NA,side_change_over_head,behavior
P. coompressa,character_51,NA,side_change_over_head,behavior
P. intermedia,character_51,NA,side_change_over_head,behavior
P. olmaceae,character_51,NA,side_change_over_head,behavior
X. alvarezi,character_51,0,side_change_over_head,behavior
X. andersi,character_51,0,side_change_over_head,behavior
X. birchmanni,character_51,0,side_change_over_head,behavior
X. clemenciae,character_51,0,side_change_over_head,behavior
X. continens,character_51,NA,side_change_over_head,behavior
X. cortezi,character_51,0,side_change_over_head,behavior
X. couchianus,character_51,1,side_change_over_head,behavior
X. evelynae,character_51,1,side_change_over_head,behavior
X. gordoni,character_51,1,side_change_over_head,behavior
X. helleri,character_51,0,side_change_over_head,behavior
X. maculatus,character_51,0,side_change_over_head,behavior
X. malinche,character_51,NA,side_change_over_head,behavior
X. meyeri,character_51,1,side_change_over_head,behavior
X. milleri,character_51,1,side_change_over_head,behavior
X. montezumae,character_51,0,side_change_over_head,behavior
X. multilineatus,character_51,NA,side_change_over_head,behavior
X. nezahualcqyotl,character_51,0,side_change_over_head,behavior
X. nigrensis,character_51,0,side_change_over_head,behavior
X. pygmaeus,character_51,0,side_change_over_head,behavior
X. signum,character_51,0,side_change_over_head,behavior
X. variatus,character_51,1,side_change_over_head,behavior
X. xiphidium,character_51,0,side_change_over_head,behavior
P. reticulata,character_52,NA,stiff_frontal_presenting,behavior
P. butleri,character_52,NA,stiff_frontal_presenting,behavior
A. hubberi,character_52,NA,stiff_frontal_presenting,behavior
P. coompressa,character_52,NA,stiff_frontal_presenting,behavior
P. intermedia,character_52,NA,stiff_frontal_presenting,behavior
P. olmaceae,character_52,NA,stiff_frontal_presenting,behavior
X. alvarezi,character_52,0,stiff_frontal_presenting,behavior
X. andersi,character_52,1,stiff_frontal_presenting,behavior
X. birchmanni,character_52,0,stiff_frontal_presenting,behavior
X. clemenciae,character_52,0,stiff_frontal_presenting,behavior
X. continens,character_52,NA,stiff_frontal_presenting,behavior
X. cortezi,character_52,0,stiff_frontal_presenting,behavior
X. couchianus,character_52,0,stiff_frontal_presenting,behavior
X. evelynae,character_52,0,stiff_frontal_presenting,behavior
X. gordoni,character_52,0,stiff_frontal_presenting,behavior
X. helleri,character_52,0,stiff_frontal_presenting,behavior
X. maculatus,character_52,0,stiff_frontal_presenting,behavior
X. malinche,character_52,NA,stiff_frontal_presenting,behavior
X. meyeri,character_52,0,stiff_frontal_presenting,behavior
X. milleri,character_52,0,stiff_frontal_presenting,behavior
X. montezumae,character_52,0,stiff_frontal_presenting,behavior
X. multilineatus,character_52,NA,stiff_frontal_presenting,behavior
X. nezahualcqyotl,character_52,0,stiff_frontal_presenting,behavior
X. nigrensis,character_52,0,stiff_frontal_presenting,behavior
X. pygmaeus,character_52,0,stiff_frontal_presenting,behavior
X. signum,character_52,0,stiff_frontal_presenting,behavior
X. variatus,character_52,0,stiff_frontal_presenting,behavior
X. xiphidium,character_52,1,stiff_frontal_presenting,behavior
P. reticulata,character_53,NA,circling,behavior
P. butleri,character_53,NA,circling,behavior
A. hubberi,character_53,NA,circling,behavior
P. coompressa,character_53,NA,circling,behavior
P. intermedia,character_53,NA,circling,behavior
P. olmaceae,character_53,NA,circling,behavior
X. alvarezi,character_53,0,circling,behavior
X. andersi,character_53,0,circling,behavior
X. birchmanni,character_53,1,circling,behavior
X. clemenciae,character_53,0,circling,behavior
X. continens,character_53,NA,circling,behavior
X. cortezi,character_53,1,circling,behavior
X. couchianus,character_53,0,circling,behavior
X. evelynae,character_53,0,circling,behavior
X. gordoni,character_53,0,circling,behavior
X. helleri,character_53,1,circling,behavior
X. maculatus,character_53,0,circling,behavior
X. malinche,character_53,NA,circling,behavior
X. meyeri,character_53,0,circling,behavior
X. milleri,character_53,0,circling,behavior
X. montezumae,character_53,1,circling,behavior
X. multilineatus,character_53,NA,circling,behavior
X. nezahualcqyotl,character_53,1,circling,behavior
X. nigrensis,character_53,1,circling,behavior
X. pygmaeus,character_53,1,circling,behavior
X. signum,character_53,1,circling,behavior
X. variatus,character_53,0,circling,behavior
X. xiphidium,character_53,0,circling,behavior
P. reticulata,character_54,NA,figure_eight,behavior
P. butleri,character_54,NA,figure_eight,behavior
A. hubberi,character_54,NA,figure_eight,behavior
P. coompressa,character_54,NA,figure_eight,behavior
P. intermedia,character_54,NA,figure_eight,behavior
P. olmaceae,character_54,NA,figure_eight,behavior
X. alvarezi,character_54,0,figure_eight,behavior
X. andersi,character_54,0,figure_eight,behavior
X. birchmanni,character_54,1,figure_eight,behavior
X. clemenciae,character_54,0,figure_eight,behavior
X. continens,character_54,NA,figure_eight,behavior
X. cortezi,character_54,0,figure_eight,behavior
X. couchianus,character_54,0,figure_eight,behavior
X. evelynae,character_54,0,figure_eight,behavior
X. gordoni,character_54,0,figure_eight,behavior
X. helleri,character_54,0,figure_eight,behavior
X. maculatus,character_54,0,figure_eight,behavior
X. malinche,character_54,NA,figure_eight,behavior
X. meyeri,character_54,0,figure_eight,behavior
X. milleri,character_54,0,figure_eight,behavior
X. montezumae,character_54,1,figure_eight,behavior
X. multilineatus,character_54,NA,figure_eight,behavior
X. nezahualcqyotl,character_54,1,figure_eight,behavior
X. nigrensis,character_54,1,figure_eight,behavior
X. pygmaeus,character_54,0,figure_eight,behavior
X. signum,character_54,0,figure_eight,behavior
X. variatus,character_54,0,figure_eight,behavior
X. xiphidium,character_54,0,figure_eight,behavior
P. reticulata,character_55,NA,open_display,behavior
P. butleri,character_55,NA,open_display,behavior
A. hubberi,character_55,NA,open_display,behavior
P. coompressa,character_55,NA,open_display,behavior
P. intermedia,character_55,NA,open_display,behavior
P. olmaceae,character_55,NA,open_display,behavior
X. alvarezi,character_55,0,open_display,behavior
X. andersi,character_55,0,open_display,behavior
X. birchmanni,character_55,1,open_display,behavior
X. clemenciae,character_55,0,open_display,behavior
X. continens,character_55,NA,open_display,behavior
X. cortezi,character_55,1,open_display,behavior
X. couchianus,character_55,0,open_display,behavior
X. evelynae,character_55,0,open_display,behavior
X. gordoni,character_55,0,open_display,behavior
X. helleri,character_55,0,open_display,behavior
X. maculatus,character_55,0,open_display,behavior
X. malinche,character_55,NA,open_display,behavior
X. meyeri,character_55,0,open_display,behavior
X. milleri,character_55,0,open_display,behavior
X. montezumae,character_55,1,open_display,behavior
X. multilineatus,character_55,NA,open_display,behavior
X. nezahualcqyotl,character_55,1,open_display,behavior
X. nigrensis,character_55,0,open_display,behavior
X. pygmaeus,character_55,0,open_display,behavior
X. signum,character_55,0,open_display,behavior
X. variatus,character_55,0,open_display,behavior
X. xiphidium,character_55,0,open_display,behavior
P. reticulata,character_56,NA,arching_display,behavior
P. butleri,character_56,NA,arching_display,behavior
A. hubberi,character_56,NA,arching_display,behavior
P. coompressa,character_56,NA,arching_display,behavior
P. intermedia,character_56,NA,arching_display,behavior
P. olmaceae,character_56,NA,arching_display,behavior
X. alvarezi,character_56,1,arching_display,behavior
X. andersi,character_56,0,arching_display,behavior
X. birchmanni,character_56,0,arching_display,behavior
X. clemenciae,character_56,1,arching_display,behavior
X. continens,character_56,NA,arching_display,behavior
X. cortezi,character_56,0,arching_display,behavior
X. couchianus,character_56,0,arching_display,behavior
X. evelynae,character_56,0,arching_display,behavior
X. gordoni,character_56,0,arching_display,behavior
X. helleri,character_56,1,arching_display,behavior
X. maculatus,character_56,0,arching_display,behavior
X. malinche,character_56,NA,arching_display,behavior
X. meyeri,character_56,0,arching_display,behavior
X. milleri,character_56,0,arching_display,behavior
X. montezumae,character_56,0,arching_display,behavior
X. multilineatus,character_56,NA,arching_display,behavior
X. nezahualcqyotl,character_56,0,arching_display,behavior
X. nigrensis,character_56,0,arching_display,behavior
X. pygmaeus,character_56,0,arching_display,behavior
X. signum,character_56,1,arching_display,behavior
X. variatus,character_56,0,arching_display,behavior
X. xiphidium,character_56,0,arching_display,behavior
P. reticulata,character_57,NA,dancing_display,behavior
P. butleri,character_57,NA,dancing_display,behavior
A. hubberi,character_57,NA,dancing_display,behavior
P. coompressa,character_57,NA,dancing_display,behavior
P. intermedia,character_57,NA,dancing_display,behavior
P. olmaceae,character_57,NA,dancing_display,behavior
X. alvarezi,character_57,0,dancing_display,behavior
X. andersi,character_57,0,dancing_display,behavior
X. birchmanni,character_57,0,dancing_display,behavior
X. clemenciae,character_57,0,dancing_display,behavior
X. continens,character_57,NA,dancing_display,behavior
X. cortezi,character_57,0,dancing_display,behavior
X. couchianus,character_57,0,dancing_display,behavior
X. evelynae,character_57,0,dancing_display,behavior
X. gordoni,character_57,0,dancing_display,behavior
X. helleri,character_57,1,dancing_display,behavior
X. maculatus,character_57,0,dancing_display,behavior
X. malinche,character_57,NA,dancing_display,behavior
X. meyeri,character_57,0,dancing_display,behavior
X. milleri,character_57,0,dancing_display,behavior
X. montezumae,character_57,0,dancing_display,behavior
X. multilineatus,character_57,NA,dancing_display,behavior
X. nezahualcqyotl,character_57,0,dancing_display,behavior
X. nigrensis,character_57,0,dancing_display,behavior
X. pygmaeus,character_57,0,dancing_display,behavior
X. signum,character_57,1,dancing_display,behavior
X. variatus,character_57,0,dancing_display,behavior
X. xiphidium,character_57,0,dancing_display,behavior
P. reticulata,character_58,NA,RADP_1,RADP_characters
P. butleri,character_58,NA,RADP_1,RADP_characters
A. hubberi,character_58,NA,RADP_1,RADP_characters
P. coompressa,character_58,NA,RADP_1,RADP_characters
P. intermedia,character_58,NA,RADP_1,RADP_characters
P. olmaceae,character_58,NA,RADP_1,RADP_characters
X. alvarezi,character_58,NA,RADP_1,RADP_characters
X. andersi,character_58,NA,RADP_1,RADP_characters
X. birchmanni,character_58,1,RADP_1,RADP_characters
X. clemenciae,character_58,1,RADP_1,RADP_characters
X. continens,character_58,NA,RADP_1,RADP_characters
X. cortezi,character_58,1,RADP_1,RADP_characters
X. couchianus,character_58,NA,RADP_1,RADP_characters
X. evelynae,character_58,NA,RADP_1,RADP_characters
X. gordoni,character_58,NA,RADP_1,RADP_characters
X. helleri,character_58,0,RADP_1,RADP_characters
X. maculatus,character_58,0,RADP_1,RADP_characters
X. malinche,character_58,1,RADP_1,RADP_characters
X. meyeri,character_58,NA,RADP_1,RADP_characters
X. milleri,character_58,NA,RADP_1,RADP_characters
X. montezumae,character_58,1,RADP_1,RADP_characters
X. multilineatus,character_58,NA,RADP_1,RADP_characters
X. nezahualcqyotl,character_58,1,RADP_1,RADP_characters
X. nigrensis,character_58,1,RADP_1,RADP_characters
X. pygmaeus,character_58,1,RADP_1,RADP_characters
X. signum,character_58,NA,RADP_1,RADP_characters
X. variatus,character_58,0,RADP_1,RADP_characters
X. xiphidium,character_58,0,RADP_1,RADP_characters
P. reticulata,character_59,NA,RADP_2,RADP_characters
P. butleri,character_59,NA,RADP_2,RADP_characters
A. hubberi,character_59,NA,RADP_2,RADP_characters
P. coompressa,character_59,NA,RADP_2,RADP_characters
P. intermedia,character_59,NA,RADP_2,RADP_characters
P. olmaceae,character_59,NA,RADP_2,RADP_characters
X. alvarezi,character_59,NA,RADP_2,RADP_characters
X. andersi,character_59,NA,RADP_2,RADP_characters
X. birchmanni,character_59,1,RADP_2,RADP_characters
X. clemenciae,character_59,0,RADP_2,RADP_characters
X. continens,character_59,1,RADP_2,RADP_characters
X. cortezi,character_59,1,RADP_2,RADP_characters
X. couchianus,character_59,NA,RADP_2,RADP_characters
X. evelynae,character_59,NA,RADP_2,RADP_characters
X. gordoni,character_59,NA,RADP_2,RADP_characters
X. helleri,character_59,1,RADP_2,RADP_characters
X. maculatus,character_59,1,RADP_2,RADP_characters
X. malinche,character_59,1,RADP_2,RADP_characters
X. meyeri,character_59,NA,RADP_2,RADP_characters
X. milleri,character_59,NA,RADP_2,RADP_characters
X. montezumae,character_59,1,RADP_2,RADP_characters
X. multilineatus,character_59,0,RADP_2,RADP_characters
X. nezahualcqyotl,character_59,1,RADP_2,RADP_characters
X. nigrensis,character_59,0,RADP_2,RADP_characters
X. pygmaeus,character_59,0,RADP_2,RADP_characters
X. signum,character_59,NA,RADP_2,RADP_characters
X. variatus,character_59,0,RADP_2,RADP_characters
X. xiphidium,character_59,0,RADP_2,RADP_characters
P. reticulata,character_60,NA,RADP_3,RADP_characters
P. butleri,character_60,NA,RADP_3,RADP_characters
A. hubberi,character_60,NA,RADP_3,RADP_characters
P. coompressa,character_60,NA,RADP_3,RADP_characters
P. intermedia,character_60,NA,RADP_3,RADP_characters
P. olmaceae,character_60,NA,RADP_3,RADP_characters
X. alvarezi,character_60,NA,RADP_3,RADP_characters
X. andersi,character_60,NA,RADP_3,RADP_characters
X. birchmanni,character_60,9,RADP_3,RADP_characters
X. clemenciae,character_60,1,RADP_3,RADP_characters
X. continens,character_60,0,RADP_3,RADP_characters
X. cortezi,character_60,1,RADP_3,RADP_characters
X. couchianus,character_60,NA,RADP_3,RADP_characters
X. evelynae,character_60,NA,RADP_3,RADP_characters
X. gordoni,character_60,NA,RADP_3,RADP_characters
X. helleri,character_60,1,RADP_3,RADP_characters
X. maculatus,character_60,0,RADP_3,RADP_characters
X. malinche,character_60,P,RADP_3,RADP_characters
X. meyeri,character_60,NA,RADP_3,RADP_characters
X. milleri,character_60,NA,RADP_3,RADP_characters
X. montezumae,character_60,0,RADP_3,RADP_characters
X. multilineatus,character_60,0,RADP_3,RADP_characters
X. nezahualcqyotl,character_60,1,RADP_3,RADP_characters
X. nigrensis,character_60,NA,RADP_3,RADP_characters
X. pygmaeus,character_60,0,RADP_3,RADP_characters
X. signum,character_60,NA,RADP_3,RADP_characters
X. variatus,character_60,P,RADP_3,RADP_characters
X. xiphidium,character_60,1,RADP_3,RADP_characters
P. reticulata,character_61,NA,RADP_4,RADP_characters
P. butleri,character_61,NA,RADP_4,RADP_characters
A. hubberi,character_61,NA,RADP_4,RADP_characters
P. coompressa,character_61,NA,RADP_4,RADP_characters
P. intermedia,character_61,NA,RADP_4,RADP_characters
P. olmaceae,character_61,NA,RADP_4,RADP_characters
X. alvarezi,character_61,NA,RADP_4,RADP_characters
X. andersi,character_61,NA,RADP_4,RADP_characters
X. birchmanni,character_61,1,RADP_4,RADP_characters
X. clemenciae,character_61,1,RADP_4,RADP_characters
X. continens,character_61,0,RADP_4,RADP_characters
X. cortezi,character_61,0,RADP_4,RADP_characters
X. couchianus,character_61,NA,RADP_4,RADP_characters
X. evelynae,character_61,NA,RADP_4,RADP_characters
X. gordoni,character_61,NA,RADP_4,RADP_characters
X. helleri,character_61,1,RADP_4,RADP_characters
X. maculatus,character_61,1,RADP_4,RADP_characters
X. malinche,character_61,1,RADP_4,RADP_characters
X. meyeri,character_61,NA,RADP_4,RADP_characters
X. milleri,character_61,NA,RADP_4,RADP_characters
X. montezumae,character_61,1,RADP_4,RADP_characters
X. multilineatus,character_61,0,RADP_4,RADP_characters
X. nezahualcqyotl,character_61,1,RADP_4,RADP_characters
X. nigrensis,character_61,1,RADP_4,RADP_characters
X. pygmaeus,character_61,0,RADP_4,RADP_characters
X. signum,character_61,NA,RADP_4,RADP_characters
X. variatus,character_61,P,RADP_4,RADP_characters
X. xiphidium,character_61,1,RADP_4,RADP_characters
P. reticulata,character_62,NA,RADP_5,RADP_characters
P. butleri,character_62,NA,RADP_5,RADP_characters
A. hubberi,character_62,NA,RADP_5,RADP_characters
P. coompressa,character_62,NA,RADP_5,RADP_characters
P. intermedia,character_62,NA,RADP_5,RADP_characters
P. olmaceae,character_62,NA,RADP_5,RADP_characters
X. alvarezi,character_62,NA,RADP_5,RADP_characters
X. andersi,character_62,NA,RADP_5,RADP_characters
X. birchmanni,character_62,1,RADP_5,RADP_characters
X. clemenciae,character_62,0,RADP_5,RADP_characters
X. continens,character_62,1,RADP_5,RADP_characters
X. cortezi,character_62,0,RADP_5,RADP_characters
X. couchianus,character_62,NA,RADP_5,RADP_characters
X. evelynae,character_62,NA,RADP_5,RADP_characters
X. gordoni,character_62,NA,RADP_5,RADP_characters
X. helleri,character_62,0,RADP_5,RADP_characters
X. maculatus,character_62,1,RADP_5,RADP_characters
X. malinche,character_62,1,RADP_5,RADP_characters
X. meyeri,character_62,NA,RADP_5,RADP_characters
X. milleri,character_62,NA,RADP_5,RADP_characters
X. montezumae,character_62,1,RADP_5,RADP_characters
X. multilineatus,character_62,0,RADP_5,RADP_characters
X. nezahualcqyotl,character_62,1,RADP_5,RADP_characters
X. nigrensis,character_62,0,RADP_5,RADP_characters
X. pygmaeus,character_62,0,RADP_5,RADP_characters
X. signum,character_62,NA,RADP_5,RADP_characters
X. variatus,character_62,1,RADP_5,RADP_characters
X. xiphidium,character_62,0,RADP_5,RADP_characters
P. reticulata,character_63,NA,RADP_6,RADP_characters
P. butleri,character_63,NA,RADP_6,RADP_characters
A. hubberi,character_63,NA,RADP_6,RADP_characters
P. coompressa,character_63,NA,RADP_6,RADP_characters
P. intermedia,character_63,NA,RADP_6,RADP_characters
P. olmaceae,character_63,NA,RADP_6,RADP_characters
X. alvarezi,character_63,NA,RADP_6,RADP_characters
X. andersi,character_63,NA,RADP_6,RADP_characters
X. birchmanni,character_63,0,RADP_6,RADP_characters
X. clemenciae,character_63,0,RADP_6,RADP_characters
X. continens,character_63,NA,RADP_6,RADP_characters
X. cortezi,character_63,1,RADP_6,RADP_characters
X. couchianus,character_63,NA,RADP_6,RADP_characters
X. evelynae,character_63,NA,RADP_6,RADP_characters
X. gordoni,character_63,NA,RADP_6,RADP_characters
X. helleri,character_63,0,RADP_6,RADP_characters
X. maculatus,character_63,0,RADP_6,RADP_characters
X. malinche,character_63,0,RADP_6,RADP_characters
X. meyeri,character_63,NA,RADP_6,RADP_characters
X. milleri,character_63,NA,RADP_6,RADP_characters
X. montezumae,character_63,1,RADP_6,RADP_characters
X. multilineatus,character_63,0,RADP_6,RADP_characters
X. nezahualcqyotl,character_63,0,RADP_6,RADP_characters
X. nigrensis,character_63,0,RADP_6,RADP_characters
X. pygmaeus,character_63,0,RADP_6,RADP_characters
X. signum,character_63,NA,RADP_6,RADP_characters
X. variatus,character_63,0,RADP_6,RADP_characters
X. xiphidium,character_63,NA,RADP_6,RADP_characters
P. reticulata,character_64,NA,RADP_7,RADP_characters
P. butleri,character_64,NA,RADP_7,RADP_characters
A. hubberi,character_64,NA,RADP_7,RADP_characters
P. coompressa,character_64,NA,RADP_7,RADP_characters
P. intermedia,character_64,NA,RADP_7,RADP_characters
P. olmaceae,character_64,NA,RADP_7,RADP_characters
X. alvarezi,character_64,NA,RADP_7,RADP_characters
X. andersi,character_64,NA,RADP_7,RADP_characters
X. birchmanni,character_64,1,RADP_7,RADP_characters
X. clemenciae,character_64,0,RADP_7,RADP_characters
X. continens,character_64,NA,RADP_7,RADP_characters
X. cortezi,character_64,1,RADP_7,RADP_characters
X. couchianus,character_64,NA,RADP_7,RADP_characters
X. evelynae,character_64,NA,RADP_7,RADP_characters
X. gordoni,character_64,NA,RADP_7,RADP_characters
X. helleri,character_64,0,RADP_7,RADP_characters
X. maculatus,character_64,1,RADP_7,RADP_characters
X. malinche,character_64,P,RADP_7,RADP_characters
X. meyeri,character_64,NA,RADP_7,RADP_characters
X. milleri,character_64,NA,RADP_7,RADP_characters
X. montezumae,character_64,1,RADP_7,RADP_characters
X. multilineatus,character_64,1,RADP_7,RADP_characters
X. nezahualcqyotl,character_64,1,RADP_7,RADP_characters
X. nigrensis,character_64,1,RADP_7,RADP_characters
X. pygmaeus,character_64,1,RADP_7,RADP_characters
X. signum,character_64,NA,RADP_7,RADP_characters
X. variatus,character_64,0,RADP_7,RADP_characters
X. xiphidium,character_64,0,RADP_7,RADP_characters
P. reticulata,character_65,NA,RADP_8,RADP_characters
P. butleri,character_65,NA,RADP_8,RADP_characters
A. hubberi,character_65,NA,RADP_8,RADP_characters
P. coompressa,character_65,NA,RADP_8,RADP_characters
P. intermedia,character_65,NA,RADP_8,RADP_characters
P. olmaceae,character_65,NA,RADP_8,RADP_characters
